Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Document Type,Publication Stage,Open Access,Source,EID
"Ghasemi P., Goodarzian F., Gunasekaran A., Abraham A.","57190337049;57208797688;56238759300;57218390610;","A bi-level mathematical model for logistic management considering the evolutionary game with environmental feedbacks",2021,"International Journal of Logistics Management",,,,"","",,4,"10.1108/IJLM-04-2021-0199","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114680412&doi=10.1108%2fIJLM-04-2021-0199&partnerID=40&md5=98c0ddf91ff23665771c68f8c9e90708","Industrial Engineering, Islamic Azad University South Tehran Branch, Tehran, Iran; Machine Intelligence Research Labs (MIR Labs)-Scientific Network for Innovation and Research Excellence, Auburn, WA, United States; School of Business and Public Administration, California State University, Bakersfield, CA, United States; Center for Artificial Intelligence, Innopolis University, Innopolis, Russian Federation","Ghasemi, P., Industrial Engineering, Islamic Azad University South Tehran Branch, Tehran, Iran; Goodarzian, F., Machine Intelligence Research Labs (MIR Labs)-Scientific Network for Innovation and Research Excellence, Auburn, WA, United States; Gunasekaran, A., School of Business and Public Administration, California State University, Bakersfield, CA, United States; Abraham, A., Machine Intelligence Research Labs (MIR Labs)-Scientific Network for Innovation and Research Excellence, Auburn, WA, United States, Center for Artificial Intelligence, Innopolis University, Innopolis, Russian Federation",Article,"Article in Press","",Scopus,2-s2.0-85114680412
"Hramov A.E., Frolov N.S., Maksimenko V.A., Kurkin S.A., Kazantsev V.B., Pisarchik A.N.","6603156741;16498801300;56572360300;35334432000;7005605401;7005864666;","Functional networks of the brain: From connectivity restoration to dynamic integration",2021,"Physics-Uspekhi","64","6",,"584","616",,11,"10.3367/UFNE.2020.06.038807","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114556792&doi=10.3367%2fUFNE.2020.06.038807&partnerID=40&md5=1c570fd2b002ee0b0a85951d0a6486b6","Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Laboratory of Neuroscience and Cognitive Technologies, ul. Universitetskaya 1, Tatarstan, Innopolis, 420500, Russian Federation; V M Razumovsky Saratov State Medical University, ul. Bolshaya Kazachia 112, Saratov, 410012, Russian Federation; Center for Biomedical Technology, Universidad Politecnica de Madrid, Campus Montegancedo, Pozuelo de Alarcon, Madrid, 28223, Spain","Hramov, A.E., Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Laboratory of Neuroscience and Cognitive Technologies, ul. Universitetskaya 1, Tatarstan, Innopolis, 420500, Russian Federation, V M Razumovsky Saratov State Medical University, ul. Bolshaya Kazachia 112, Saratov, 410012, Russian Federation; Frolov, N.S., Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Laboratory of Neuroscience and Cognitive Technologies, ul. Universitetskaya 1, Tatarstan, Innopolis, 420500, Russian Federation; Maksimenko, V.A., Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Laboratory of Neuroscience and Cognitive Technologies, ul. Universitetskaya 1, Tatarstan, Innopolis, 420500, Russian Federation; Kurkin, S.A., Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Laboratory of Neuroscience and Cognitive Technologies, ul. Universitetskaya 1, Tatarstan, Innopolis, 420500, Russian Federation; Kazantsev, V.B., Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Laboratory of Neuroscience and Cognitive Technologies, ul. Universitetskaya 1, Tatarstan, Innopolis, 420500, Russian Federation; Pisarchik, A.N., Innopolis University, Center for Technologies in Robotics and Mechatronics Components, Laboratory of Neuroscience and Cognitive Technologies, ul. Universitetskaya 1, Tatarstan, Innopolis, 420500, Russian Federation, Center for Biomedical Technology, Universidad Politecnica de Madrid, Campus Montegancedo, Pozuelo de Alarcon, Madrid, 28223, Spain",Review,"Final","",Scopus,2-s2.0-85114556792
"Lavazza A., Farina M.","24171318600;40661326300;","Experts, naturalism, and democracy",2021,"Journal for the Theory of Social Behaviour",,,,"","",,3,"10.1111/jtsb.12321","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114093399&doi=10.1111%2fjtsb.12321&partnerID=40&md5=40fc4b721f1eaf84fcad3091ef4100e2","Department of Brain and Behavioural Sciences, University of Pavia, Pavia, Italy; Centro Universitario Internazionale, Arezzo, Italy; Faculty of Humanities and Social Sciences, Innopolis University, Innopolis, Russian Federation","Lavazza, A., Department of Brain and Behavioural Sciences, University of Pavia, Pavia, Italy, Centro Universitario Internazionale, Arezzo, Italy; Farina, M., Faculty of Humanities and Social Sciences, Innopolis University, Innopolis, Russian Federation",Article,"Article in Press","",Scopus,2-s2.0-85114093399
"Bukina T.V., Khramova M.V., Kurkin S.A.","57219984539;56572729200;35334432000;","Modern research on primary school children brain functioning in the learning process: Review",2021,"Izvestiya Vysshikh Uchebnykh Zavedeniy. Prikladnaya Nelineynaya Dinamika","29","3",,"449","456",,11,"10.18500/0869-6632-2021-29-3-449-456","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113319166&doi=10.18500%2f0869-6632-2021-29-3-449-456&partnerID=40&md5=372b0443f73b9aa7c79cfcf81b25f87b","Saratov State University, Russian Federation; Immanuel Kant Baltic Federal University, Kaliningrad, Russian Federation; Innopolis University, Russian Federation","Bukina, T.V., Saratov State University, Russian Federation; Khramova, M.V., Saratov State University, Russian Federation, Immanuel Kant Baltic Federal University, Kaliningrad, Russian Federation; Kurkin, S.A., Immanuel Kant Baltic Federal University, Kaliningrad, Russian Federation, Innopolis University, Russian Federation",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85113319166
"Hramov A.E., Maksimenko V.A., Frolov N.S., Kurkin S.A., Grubov V.V., Badarin A.A., Andreev A.V., Kazantsev V.B., Gordleeva S.Y., Pitsik E.N., Pisarchik A.N.","6603156741;56572360300;16498801300;35334432000;54787609400;56359138000;57197756291;7005605401;55328272900;57192586726;7005864666;","Human brain state monitoring in perceptual decision-making tasks",2021,"Izvestiya Vysshikh Uchebnykh Zavedeniy. Prikladnaya Nelineynaya Dinamika","29","4",,"603","634",,,"10.18500/0869-6632-2021-29-4-603-634","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112753497&doi=10.18500%2f0869-6632-2021-29-4-603-634&partnerID=40&md5=2b04db6cab942fa9c8542e6a85f308f8","Innopolis University, Kazan, Russian Federation; Immanuel Kant Baltic Federal University, Kaliningrad, Russian Federation; Lobachevsky University of Nizhny Novgorod, Russian Federation; Saratov State Medical University, Russian Federation; Samara State Medical University, Russian Federation; Universidad Politécnica de Madrid, Spain","Hramov, A.E., Innopolis University, Kazan, Russian Federation, Immanuel Kant Baltic Federal University, Kaliningrad, Russian Federation, Lobachevsky University of Nizhny Novgorod, Russian Federation, Saratov State Medical University, Russian Federation; Maksimenko, V.A., Innopolis University, Kazan, Russian Federation, Immanuel Kant Baltic Federal University, Kaliningrad, Russian Federation, Saratov State Medical University, Russian Federation; Frolov, N.S., Innopolis University, Kazan, Russian Federation, Immanuel Kant Baltic Federal University, Kaliningrad, Russian Federation; Kurkin, S.A., Innopolis University, Kazan, Russian Federation, Immanuel Kant Baltic Federal University, Kaliningrad, Russian Federation; Grubov, V.V., Innopolis University, Kazan, Russian Federation, Immanuel Kant Baltic Federal University, Kaliningrad, Russian Federation, Saratov State Medical University, Russian Federation; Badarin, A.A., Innopolis University, Kazan, Russian Federation, Immanuel Kant Baltic Federal University, Kaliningrad, Russian Federation; Andreev, A.V., Innopolis University, Kazan, Russian Federation, Immanuel Kant Baltic Federal University, Kaliningrad, Russian Federation; Kazantsev, V.B., Innopolis University, Kazan, Russian Federation, Immanuel Kant Baltic Federal University, Kaliningrad, Russian Federation, Lobachevsky University of Nizhny Novgorod, Russian Federation, Samara State Medical University, Russian Federation; Gordleeva, S.Y., Innopolis University, Kazan, Russian Federation, Immanuel Kant Baltic Federal University, Kaliningrad, Russian Federation, Lobachevsky University of Nizhny Novgorod, Russian Federation; Pitsik, E.N., Innopolis University, Kazan, Russian Federation, Immanuel Kant Baltic Federal University, Kaliningrad, Russian Federation; Pisarchik, A.N., Innopolis University, Kazan, Russian Federation, Universidad Politécnica de Madrid, Spain",Review,"Final","All Open Access, Gold",Scopus,2-s2.0-85112753497
"Askarbekuly N., Solovyov A., Lukyanchikova E., Pimenov D., Mazzara M.","57216863408;57226666351;57226667369;57226671016;8557895400;","Building an Educational Product: Constructive Alignment and Requirements Engineering",2021,"Lecture Notes in Networks and Systems","271",,,"358","365",,2,"10.1007/978-3-030-80624-8_44","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85112337568&doi=10.1007%2f978-3-030-80624-8_44&partnerID=40&md5=1d3da19851fc271b2e2f2ad2a117ea82","Software Engineering Laboratory, Innopolis University, Universitetskaya st. 1, Innopolis, Tatarstan, 420500, Russian Federation","Askarbekuly, N., Software Engineering Laboratory, Innopolis University, Universitetskaya st. 1, Innopolis, Tatarstan, 420500, Russian Federation; Solovyov, A., Software Engineering Laboratory, Innopolis University, Universitetskaya st. 1, Innopolis, Tatarstan, 420500, Russian Federation; Lukyanchikova, E., Software Engineering Laboratory, Innopolis University, Universitetskaya st. 1, Innopolis, Tatarstan, 420500, Russian Federation; Pimenov, D., Software Engineering Laboratory, Innopolis University, Universitetskaya st. 1, Innopolis, Tatarstan, 420500, Russian Federation; Mazzara, M., Software Engineering Laboratory, Innopolis University, Universitetskaya st. 1, Innopolis, Tatarstan, 420500, Russian Federation",Conference Paper,"Final","",Scopus,2-s2.0-85112337568
"Malikova A., Succi G.","57226494171;7004757466;","Modern code reviews: Preliminary results of an analysis of the state of the art with respect to the role played by human factors",2021,"Proceedings of the 16th International Conference on Software Technologies, ICSOFT 2021",,,,"253","260",,,"10.5220/0010576302530260","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111720488&doi=10.5220%2f0010576302530260&partnerID=40&md5=c571e03c6c712e06d4ae2c20dc315fee","Innopolis University, Innopolis, Russian Federation","Malikova, A., Innopolis University, Innopolis, Russian Federation; Succi, G., Innopolis University, Innopolis, Russian Federation",Conference Paper,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85111720488
"Sinitsina M.S., Gordleeva S.Y., Kazantsev V.B., Pankratova E.V.","57219973343;55328272900;7005605401;7004661122;","Quiescence-to-Oscillations Transition Features in Dynamics of Spontaneous Astrocytic Calcium Concentration",2021,"Communications in Computer and Information Science","1413",,,"129","137",,1,"10.1007/978-3-030-78759-2_10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111468842&doi=10.1007%2f978-3-030-78759-2_10&partnerID=40&md5=a8bb21f463394fff79c2c20d5a4267c9","Department of Applied Mathematics, Institute of Information Technologies, Mathematics and Mechanics, Lobachevsky State University of Nizhni Novgorod, 23, Gagarin Avenue, Nizhny Novgorod, 603950, Russian Federation; Neurotechnology Department, Lobachevsky State University of Nizhni Novgorod, 23, Gagarin Avenue, Nizhny Novgorod, 603950, Russian Federation; Neuroscience and Cognitive Technology Laboratory, Center for Technologies in Robotics and Mechatronics Components, Innopolis University, 1, Universitetskaya Street, Innopolis, 420500, Russian Federation; Neuroscience Research Institute, Samara State Medical University, 89, Chapaevskaya Street, Samara, 443099, Russian Federation","Sinitsina, M.S., Department of Applied Mathematics, Institute of Information Technologies, Mathematics and Mechanics, Lobachevsky State University of Nizhni Novgorod, 23, Gagarin Avenue, Nizhny Novgorod, 603950, Russian Federation; Gordleeva, S.Y., Neuroscience and Cognitive Technology Laboratory, Center for Technologies in Robotics and Mechatronics Components, Innopolis University, 1, Universitetskaya Street, Innopolis, 420500, Russian Federation; Kazantsev, V.B., Neurotechnology Department, Lobachevsky State University of Nizhni Novgorod, 23, Gagarin Avenue, Nizhny Novgorod, 603950, Russian Federation, Neuroscience and Cognitive Technology Laboratory, Center for Technologies in Robotics and Mechatronics Components, Innopolis University, 1, Universitetskaya Street, Innopolis, 420500, Russian Federation, Neuroscience Research Institute, Samara State Medical University, 89, Chapaevskaya Street, Samara, 443099, Russian Federation; Pankratova, E.V., Department of Applied Mathematics, Institute of Information Technologies, Mathematics and Mechanics, Lobachevsky State University of Nizhni Novgorod, 23, Gagarin Avenue, Nizhny Novgorod, 603950, Russian Federation",Conference Paper,"Final","",Scopus,2-s2.0-85111468842
"Sinitsina M.S., Gordleeva S.Yu., Kazantsev V.B., Pankratova E.V.","57219973343;55328272900;7005605401;7004661122;","Calcium concentration in astrocytes: Emergence of complicated spontaneous oscillations and their cessation",2021,"Izvestiya Vysshikh Uchebnykh Zavedeniy. Prikladnaya Nelineynaya Dinamika","29","3",,"440","448",,3,"10.18500/0869-6632-2021-29-3-440-448","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111419036&doi=10.18500%2f0869-6632-2021-29-3-440-448&partnerID=40&md5=e0ad04bd7de66bf10a1d749871247e0e","Lobachevsky State University of Nizhni Novgorod, Russian Federation; Innopolis University, Russian Federation; Samara State Medical University, Russian Federation","Sinitsina, M.S., Lobachevsky State University of Nizhni Novgorod, Russian Federation; Gordleeva, S.Yu., Lobachevsky State University of Nizhni Novgorod, Russian Federation, Innopolis University, Russian Federation; Kazantsev, V.B., Lobachevsky State University of Nizhni Novgorod, Russian Federation, Innopolis University, Russian Federation, Samara State Medical University, Russian Federation; Pankratova, E.V., Lobachevsky State University of Nizhni Novgorod, Russian Federation",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85111419036
"Petrenko A.A., Petrenko S.A., Makoveichuk K.A., Olifirov A.A.","57222571092;57195327289;57200259298;57206722125;","Enterprise continuity program",2021,"CEUR Workshop Proceedings","2914",,,"428","434",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111399292&partnerID=40&md5=7a1f520d3d49db44d26cbc94663f7bc8","Russian Technological University (MIREA), Moscow, Russian Federation; Innopolis University, Kazan, Russian Federation; V.I. Vernadsky Crimean Federal University, Simferopol, Russian Federation","Petrenko, A.A., Russian Technological University (MIREA), Moscow, Russian Federation; Petrenko, S.A., Innopolis University, Kazan, Russian Federation; Makoveichuk, K.A., V.I. Vernadsky Crimean Federal University, Simferopol, Russian Federation; Olifirov, A.A., V.I. Vernadsky Crimean Federal University, Simferopol, Russian Federation",Conference Paper,"Final","",Scopus,2-s2.0-85111399292
"Petrenko A.A., Petrenko S.A., Makoveichuk K.A., Olifirov A.A.","57222571092;57195327289;57200259298;57206722125;","Methodological recommendations for the cyber risks management",2021,"CEUR Workshop Proceedings","2914",,,"234","247",,4,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111350891&partnerID=40&md5=9b799f83213fd47c6c13cb301e066cbb","Russian Technological University (MIREA), Moscow, Russian Federation; Innopolis University, Kazan, Russian Federation; V.I. Vernadsky Crimean Federal University, Simferopol, Russian Federation","Petrenko, A.A., Russian Technological University (MIREA), Moscow, Russian Federation; Petrenko, S.A., Innopolis University, Kazan, Russian Federation; Makoveichuk, K.A., V.I. Vernadsky Crimean Federal University, Simferopol, Russian Federation; Olifirov, A.A., V.I. Vernadsky Crimean Federal University, Simferopol, Russian Federation",Conference Paper,"Final","",Scopus,2-s2.0-85111350891
"Pisarchik A.N., Khramov A.E.","7005864666;57194658228;","IV International School-Conference ""Dynamics of Complex Networks and Their Application in Intelligent Robotics""",2021,"Izvestiya Vysshikh Uchebnykh Zavedeniy. Prikladnaya Nelineynaya Dinamika","29","3",,"342","344",,,"10.18500/0869-6632-2021-29-3-342-344","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111108516&doi=10.18500%2f0869-6632-2021-29-3-342-344&partnerID=40&md5=a95c568f5bcfbf532aa986af3ffc7829","Universidad Politécnica de Madrid, Center for Biomedical Technology, Spain; Innopolis University, Russian Federation","Pisarchik, A.N., Universidad Politécnica de Madrid, Center for Biomedical Technology, Spain; Khramov, A.E., Innopolis University, Russian Federation",Editorial,"Final","All Open Access, Gold",Scopus,2-s2.0-85111108516
"Houssein E.H., Ahmad M., Hosney M.E., Mazzara M.","43361385400;55232255600;57211993301;8557895400;","Classification Approach for COVID-19 Gene Based on Harris Hawks Optimization",2021,"Studies in Systems, Decision and Control","358",,,"575","594",,,"10.1007/978-3-030-69744-0_32","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111094441&doi=10.1007%2f978-3-030-69744-0_32&partnerID=40&md5=520d521769b44e09cf47fb87c51bcdb4","Faculty of Computers and Information, Minia University, Minia, Egypt; Department of Computer Science, National University of Computer and Emerging Sciences, Islamabad, Pakistan; Faculty of Computers and Information, Luxor University, Luxor, Egypt; Institute of Software Development and Engineering, Innopolis University, Innopolis, 420500, Russian Federation","Houssein, E.H., Faculty of Computers and Information, Minia University, Minia, Egypt; Ahmad, M., Department of Computer Science, National University of Computer and Emerging Sciences, Islamabad, Pakistan; Hosney, M.E., Faculty of Computers and Information, Luxor University, Luxor, Egypt; Mazzara, M., Institute of Software Development and Engineering, Innopolis University, Innopolis, 420500, Russian Federation",Book Chapter,"Final","",Scopus,2-s2.0-85111094441
"Rozhnova M.A., Bandenkov D.V., Kazantsev V.B., Pankratova E.V.","57211160424;57226403061;7005605401;7004661122;","Chaotic Change of Extracellular Matrix Molecules Concentration in the Presence of Periodically Varying Neuronal Firing Rate",2021,"Communications in Computer and Information Science","1413",,,"117","128",,2,"10.1007/978-3-030-78759-2_9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110588634&doi=10.1007%2f978-3-030-78759-2_9&partnerID=40&md5=50a6328f3147ddc6b7e1a3a7f88d5f05","Department of Applied Mathematics, Institute of Information Technologies, Mathemaics and Mechanics, Lobachevsky State University of Nizhni Novgorod, Nizhny Novgorod, Russian Federation; Neurotechnology Department, Lobachevsky State University of Nizhni Novgorod, Nizhny Novgorod, Russian Federation; Neuroscience and Cognitive Technology Laboratory, Center for Technologies in Robotics and Mechatronics Components, Innopolis University, Innopolis, Russian Federation; Center of Neurotechnologies and Machine Learning, Immanuel Kant Baltic Federal University, Kaliningrad, Russian Federation","Rozhnova, M.A., Department of Applied Mathematics, Institute of Information Technologies, Mathemaics and Mechanics, Lobachevsky State University of Nizhni Novgorod, Nizhny Novgorod, Russian Federation; Bandenkov, D.V., Department of Applied Mathematics, Institute of Information Technologies, Mathemaics and Mechanics, Lobachevsky State University of Nizhni Novgorod, Nizhny Novgorod, Russian Federation; Kazantsev, V.B., Neurotechnology Department, Lobachevsky State University of Nizhni Novgorod, Nizhny Novgorod, Russian Federation, Neuroscience and Cognitive Technology Laboratory, Center for Technologies in Robotics and Mechatronics Components, Innopolis University, Innopolis, Russian Federation, Center of Neurotechnologies and Machine Learning, Immanuel Kant Baltic Federal University, Kaliningrad, Russian Federation; Pankratova, E.V., Department of Applied Mathematics, Institute of Information Technologies, Mathemaics and Mechanics, Lobachevsky State University of Nizhni Novgorod, Nizhny Novgorod, Russian Federation",Conference Paper,"Final","",Scopus,2-s2.0-85110588634
"Kiselev O.M.","57197254050;","Boundaries of computational complexity and optimal cluster’s quantity for controlled swarm in non-cooperative games",2021,"Izvestiya Vysshikh Uchebnykh Zavedeniy. Prikladnaya Nelineynaya Dinamika","29","3",,"376","385",,,"10.18500/0869-6632-2021-29-3-376-385","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110362604&doi=10.18500%2f0869-6632-2021-29-3-376-385&partnerID=40&md5=cad7409b642afd081a89115cbcd53f4f","Innopolis University, Russian Federation; Institute of Mathematics with Computer Center UFRC RAS, Ufa, Russian Federation","Kiselev, O.M., Innopolis University, Russian Federation, Institute of Mathematics with Computer Center UFRC RAS, Ufa, Russian Federation",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85110362604
"Bazhanova M.V., Gordleeva S.Yu., Kazantsev V.B., Lobov S.A.","57205020144;55328272900;7005605401;57066665100;","Control of network bursting discharges by local electrical stimulation in spiking neuron network",2021,"Izvestiya Vysshikh Uchebnykh Zavedeniy. Prikladnaya Nelineynaya Dinamika","29","3",,"428","439",,,"10.18500/0869-6632-2021-29-3-428-439","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110331706&doi=10.18500%2f0869-6632-2021-29-3-428-439&partnerID=40&md5=5eda7ddd377366943ed8ecae9c5e59c3","Lobachevsky State University of Nizhny Novgorod, Russian Federation; Innopolis University, Russian Federation; Samara State Medical University, Russian Federation","Bazhanova, M.V., Lobachevsky State University of Nizhny Novgorod, Russian Federation; Gordleeva, S.Yu., Lobachevsky State University of Nizhny Novgorod, Russian Federation, Innopolis University, Russian Federation; Kazantsev, V.B., Lobachevsky State University of Nizhny Novgorod, Russian Federation, Innopolis University, Russian Federation, Samara State Medical University, Russian Federation; Lobov, S.A., Lobachevsky State University of Nizhny Novgorod, Russian Federation, Innopolis University, Russian Federation",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85110331706
"Pitsik E.N.","57192586726;","Recurrence quantification analysis provides the link between age-related decline in motor brain response and complexity of the baseline EEG",2021,"Izvestiya Vysshikh Uchebnykh Zavedeniy. Prikladnaya Nelineynaya Dinamika","29","3",,"386","397",,,"10.18500/0869-6632-2021-29-3-386-397","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110271637&doi=10.18500%2f0869-6632-2021-29-3-386-397&partnerID=40&md5=2a4dfa441f21fbb604aac4ca04c4c0c6","Innopolis University, Russian Federation","Pitsik, E.N., Innopolis University, Russian Federation",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85110271637
"Khorev V.S., Grubov V.V., Badarin A.A.","55241932000;54787609400;56359138000;","Mathematical model and dynamical analysis of the human equilibrium seeking training",2021,"Izvestiya Vysshikh Uchebnykh Zavedeniy. Prikladnaya Nelineynaya Dinamika","29","3",,"409","420",,,"10.18500/0869-6632-2021-29-3-409-420","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110266325&doi=10.18500%2f0869-6632-2021-29-3-409-420&partnerID=40&md5=820a93349f2f431ff0eaf3981797f921","Innopolis University, Russian Federation","Khorev, V.S., Innopolis University, Russian Federation; Grubov, V.V., Innopolis University, Russian Federation; Badarin, A.A., Innopolis University, Russian Federation",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85110266325
"Bahrami M.R.","57197731584;","Non-contact atomic force microscope: Modeling and simulation using van der pol averaging method",2021,"Izvestiya Vysshikh Uchebnykh Zavedeniy. Prikladnaya Nelineynaya Dinamika","29","3",,"345","355",,,"10.18500/0869-6632-2021-29-3-345-355","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110063477&doi=10.18500%2f0869-6632-2021-29-3-345-355&partnerID=40&md5=560d6bdf864aff5c6821c9e3d20ed4e6","Innopolis University, Russian Federation","Bahrami, M.R., Innopolis University, Russian Federation",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85110063477
"Wang C., Mo H.","57219554227;57219553907;","Learning Deep Attention Network from Incremental and Decremental Features for Evolving Features",2021,"Scientific Programming","2021",,"1492828","","",,1,"10.1155/2021/1492828","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108964112&doi=10.1155%2f2021%2f1492828&partnerID=40&md5=7c0d5fe12c9b5bfbc1bc2cd883672fea","Hebei University of Environmental Engineering, Qin Huang Dao, 066000, China; Innopolis University, Innopolis, Russian Federation","Wang, C., Hebei University of Environmental Engineering, Qin Huang Dao, 066000, China; Mo, H., Innopolis University, Innopolis, Russian Federation",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85108964112
"Zhoga V., Dyashkin-Titov V., Vorob’eva N.","6603217784;56593193500;57224900670;","Control Algorithm for Compensated Tripod-Based Manipulators",2021,"Lecture Notes in Mechanical Engineering",,,,"618","626",,,"10.1007/978-3-030-54817-9_71","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85108545462&doi=10.1007%2f978-3-030-54817-9_71&partnerID=40&md5=cc20e3758e0368b7f93932b83f9085d5","Volgograd State Technical University, 28, Lenin Avenue, Volgograd, 400005, Russian Federation; Innopolis University, 1, Universitetskaya Str., Innopolis, 420500, Russian Federation; Volgograd State Agrarian University, 26, University Avenue, Volgograd, 400002, Russian Federation","Zhoga, V., Volgograd State Technical University, 28, Lenin Avenue, Volgograd, 400005, Russian Federation, Innopolis University, 1, Universitetskaya Str., Innopolis, 420500, Russian Federation; Dyashkin-Titov, V., Volgograd State Agrarian University, 26, University Avenue, Volgograd, 400002, Russian Federation; Vorob’eva, N., Volgograd State Agrarian University, 26, University Avenue, Volgograd, 400002, Russian Federation",Conference Paper,"Final","",Scopus,2-s2.0-85108545462
"Pigareva Y., Gladkov A., Kolpakov V., Mukhina I., Bukatin A., Kazantsev V.B., Pimashkin A.","57035413100;55696429000;57191381002;55263161500;52363325000;7005605401;56165145700;","Experimental platform to study spiking pattern propagation in modular networks in vitro",2021,"Brain Sciences","11","6","717","","",,1,"10.3390/brainsci11060717","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107362370&doi=10.3390%2fbrainsci11060717&partnerID=40&md5=e353f4579c3f03cae2faecb5357a061e","Neurotechnology Department, Lobachevsky State University of Nizhny Novgorod, Nizhny Novgorod, 603950, Russian Federation; Cell Technology Department, Central Research Laboratory, Privolzhsky Research Medical University, Nizhny Novgorod, 603005, Russian Federation; The Laboratory of Renewable Energy Sources, Alferov Saint-Petersburg National Research Academic University of the Russian Academy of Sciences, Saint-Petersburg, 194021, Russian Federation; The Laboratory of Bio and Chemosensor Microsystems, Institute for Analytical Instrumentation of the RAS, Saint-Petersburg, 198095, Russian Federation; Neuroscience and Cognitive Technology Laboratory, Center for Technologies in Robotics and Mechatronics Components, Innopolis University, 1 Universitetskaya Str, Innopolis, 420500, Russian Federation; Center for Neurotechnology and Machine Learning, Immanuel Kant Baltic Federal University, 14 Nevsky Str, Kaliningrad, 236016, Russian Federation","Pigareva, Y., Neurotechnology Department, Lobachevsky State University of Nizhny Novgorod, Nizhny Novgorod, 603950, Russian Federation; Gladkov, A., Neurotechnology Department, Lobachevsky State University of Nizhny Novgorod, Nizhny Novgorod, 603950, Russian Federation, Cell Technology Department, Central Research Laboratory, Privolzhsky Research Medical University, Nizhny Novgorod, 603005, Russian Federation; Kolpakov, V., Neurotechnology Department, Lobachevsky State University of Nizhny Novgorod, Nizhny Novgorod, 603950, Russian Federation; Mukhina, I., Cell Technology Department, Central Research Laboratory, Privolzhsky Research Medical University, Nizhny Novgorod, 603005, Russian Federation; Bukatin, A., The Laboratory of Renewable Energy Sources, Alferov Saint-Petersburg National Research Academic University of the Russian Academy of Sciences, Saint-Petersburg, 194021, Russian Federation, The Laboratory of Bio and Chemosensor Microsystems, Institute for Analytical Instrumentation of the RAS, Saint-Petersburg, 198095, Russian Federation; Kazantsev, V.B., Neurotechnology Department, Lobachevsky State University of Nizhny Novgorod, Nizhny Novgorod, 603950, Russian Federation, Neuroscience and Cognitive Technology Laboratory, Center for Technologies in Robotics and Mechatronics Components, Innopolis University, 1 Universitetskaya Str, Innopolis, 420500, Russian Federation, Center for Neurotechnology and Machine Learning, Immanuel Kant Baltic Federal University, 14 Nevsky Str, Kaliningrad, 236016, Russian Federation; Pimashkin, A., Neurotechnology Department, Lobachevsky State University of Nizhny Novgorod, Nizhny Novgorod, 603950, Russian Federation",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85107362370
